timestamp,ip,protocol,port,hostname,tag,dns_version,asn,geo,region,city,min_amplification,p0f_genre,p0f_detail,naics,sic,sector
3/25/2018 0:09,14.186.228.30,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:09,116.107.139.4,udp,53,,openresolver,x.x.x,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:09,183.80.154.231,udp,53,,openresolver,,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,518111,737401,Communications
3/25/2018 0:09,27.79.44.236,udp,53,localhost,openresolver,,7552,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:09,113.172.171.195,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:09,113.160.66.78,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:09,116.96.206.246,udp,53,,openresolver,x.x.x,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:09,14.243.26.81,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:09,14.175.137.123,udp,53,static.vnpt.vn,openresolver,DNS Caching VDC3,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:09,113.173.26.135,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:09,14.237.120.2,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,BEN TRE,BEN TRE,1.381,,,0,0,Communications
3/25/2018 0:09,113.161.167.15,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.40,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:09,14.167.248.118,udp,53,static.vnpt.vn,openresolver,,45899,VN,CAN THO,CAN THO,1.381,,,0,0,Communications
3/25/2018 0:09,14.162.254.60,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:09,171.237.26.51,udp,53,,openresolver,dnsmasq-2.49,7552,VN,LANG SON,LANG SON,3.0476,,,0,0,Communications
3/25/2018 0:09,27.69.246.157,udp,53,localhost,openresolver,x.x.x,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:09,116.98.111.67,udp,53,,openresolver,,24086,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:09,14.177.32.185,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:09,171.234.225.11,udp,53,,openresolver,x.x.x,7552,VN,HA NOI,HANOI,3.0476,,,0,0,Communications
3/25/2018 0:09,123.21.206.36,udp,53,,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:09,120.138.73.89,udp,53,,openresolver,,38244,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:09,14.169.22.43,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:09,27.0.15.205,udp,53,mx15205.superdata.vn,openresolver,,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,4.619,,,0,0,Communications
3/25/2018 0:09,171.244.68.26,udp,53,,openresolver,,7552,VN,PHU THO,VIET TRI,2.6667,,,0,0,Communications
3/25/2018 0:10,27.79.21.170,udp,53,localhost,openresolver,,7552,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,1.52.42.137,udp,53,,openresolver,,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,518111,737401,Communications
3/25/2018 0:10,115.146.127.236,udp,53,,openresolver,,38732,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,14.169.133.146,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,112.213.95.73,udp,53,mail.diaocxanh.vn,openresolver,,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,4.619,,,0,0,Communications
3/25/2018 0:10,113.170.120.16,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,SOC TRANG,SOC TRANG,1.381,,,0,0,Communications
3/25/2018 0:10,123.21.68.138,udp,53,,openresolver,dnsmasq-2.78,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,116.99.243.88,udp,53,,openresolver,x.x.x,24086,VN,DA NANG,DA NANG,2.6667,,,0,0,Communications
3/25/2018 0:10,42.115.91.82,udp,53,,openresolver,,131178,VN,HA NOI,HANOI,6.4048,,,0,0,Communications
3/25/2018 0:10,117.6.161.197,udp,53,,openresolver,dnsmasq-2.52,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,2.6667,,,0,0,Communications
3/25/2018 0:10,171.247.69.252,udp,53,,openresolver,dnsmasq-2.40,7552,VN,HA NOI,HANOI,3.8095,,,0,0,Communications
3/25/2018 0:10,117.5.15.85,udp,53,localhost,openresolver,x.x.x,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,3.8095,,,0,0,Communications
3/25/2018 0:10,113.161.174.144,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.40,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,14.177.239.169,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,113.160.229.48,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HA NOI,HANOI,3.8095,,,0,0,Communications
3/25/2018 0:10,113.170.234.12,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,123.20.178.179,udp,53,,openresolver,dnsmasq-2.49,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,113.160.113.98,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,115.78.173.5,udp,53,,openresolver,Microsoft DNS 6.1.7601 (1DB15D39),7552,VN,BA RIA-VUNG TAU,VUNG TAU,1.381,,,0,0,Communications
3/25/2018 0:10,116.98.186.88,udp,53,,openresolver,x.x.x,24086,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,116.104.23.182,udp,53,,openresolver,dnsmasq-2.40,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,14.169.240.174,udp,53,static.vnpt.vn,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,171.238.197.59,udp,53,,openresolver,x.x.x,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,118.70.125.94,udp,53,,openresolver,Microsoft DNS 6.1.7601 (1DB15D39),18403,VN,HA NOI,HANOI,1.381,,,518111,737401,Communications
3/25/2018 0:10,113.165.163.181,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,3.8095,,,0,0,Communications
3/25/2018 0:10,117.1.111.140,udp,53,localhost,openresolver,,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,210.2.86.14,udp,53,,openresolver,,24085,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,116.98.239.157,udp,53,,openresolver,x.x.x,24086,VN,HA NOI,HANOI,3.8095,,,0,0,Communications
3/25/2018 0:10,14.187.220.2,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.40,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,123.25.11.95,udp,53,static.vnpt-hanoi.com.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,163.44.207.187,udp,53,ga3ngon.com,openresolver,,131392,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,171.240.4.120,udp,53,,openresolver,x.x.x,7552,VN,BAC NINH,BAC NINH,3.0476,,,0,0,Communications
3/25/2018 0:10,182.237.20.18,udp,53,ns2.itco.com.vn,openresolver,,55309,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,113.168.78.222,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,123.22.205.112,udp,53,,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,113.161.48.92,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,14.231.82.226,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,116.103.141.39,udp,53,,openresolver,x.x.x,24086,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,113.174.115.218,udp,53,static.vnpt.vn,openresolver,Microsoft DNS 6.0.6002 (17724D35),45899,VN,HA NOI,HANOI,4.619,,,0,0,Communications
3/25/2018 0:10,113.186.206.200,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.78,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,14.187.62.43,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,222.252.0.161,udp,53,static.vnpt-hanoi.com.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,113.190.221.207,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,116.103.131.210,udp,53,,openresolver,x.x.x,24086,VN,HA NOI,HANOI,3.8095,,,0,0,Communications
3/25/2018 0:10,116.118.85.207,udp,53,,openresolver,9.10.3-RedHat-9.10.3-0.el6,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,3.8095,,,0,0,Communications
3/25/2018 0:10,123.21.94.124,udp,53,,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,113.189.44.235,udp,53,static.vnpt.vn,openresolver,DNS Caching VDC3,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,113.162.22.133,udp,53,static.vnpt.vn,openresolver,,45899,VN,HAI PHONG,HAI PHONG,1.381,,,0,0,Communications
3/25/2018 0:10,117.1.113.216,udp,53,localhost,openresolver,dnsmasq-2.40,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,14.161.16.72,udp,53,static.vnpt.vn,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,6.4048,,,0,0,Communications
3/25/2018 0:10,116.103.142.112,udp,53,,openresolver,x.x.x,24086,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,113.173.68.143,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,171.251.173.122,udp,53,,openresolver,x.x.x,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,113.163.52.99,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,116.101.246.51,udp,53,,openresolver,dnsmasq-2.40,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,123.16.139.19,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,171.251.109.47,udp,53,,openresolver,,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,14.187.223.14,udp,53,static.vnpt.vn,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,123.23.36.167,udp,53,,openresolver,dnsmasq-2.78,45899,VN,BA RIA-VUNG TAU,VUNG TAU,1.381,,,0,0,Communications
3/25/2018 0:10,113.178.16.195,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.40,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,14.169.205.178,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,117.4.255.57,udp,53,localhost,openresolver,,7552,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,123.21.72.254,udp,53,,openresolver,dnsmasq-2.49,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,123.20.23.66,udp,53,,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,117.0.66.254,udp,53,localhost,openresolver,x.x.x,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,14.175.33.5,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.78,45899,VN,HAI PHONG,HAI PHONG,2.6667,,,0,0,Communications
3/25/2018 0:10,113.176.171.184,udp,53,static.vnpt.vn,openresolver,DNS Caching VDC3,45899,VN,DA NANG,DA NANG,1.381,,,0,0,Communications
3/25/2018 0:10,113.161.162.16,udp,53,static.vnpt.vn,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,6.4048,,,0,0,Communications
3/25/2018 0:10,14.234.159.78,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,BEN TRE,BEN TRE,1.381,,,0,0,Communications
3/25/2018 0:10,14.191.238.106,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,LONG AN,TAN AN,1.381,,,0,0,Communications
3/25/2018 0:10,14.168.37.56,udp,53,static.vnpt.vn,openresolver,,45899,VN,DONG THAP,LAI VUNG,1.381,,,0,0,Communications
3/25/2018 0:10,115.79.27.226,udp,53,adsl.viettel.vn,openresolver,,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,6.4048,,,0,0,Communications
3/25/2018 0:10,116.98.105.197,udp,53,,openresolver,x.x.x,24086,VN,HA NOI,HANOI,3.8095,,,0,0,Communications
3/25/2018 0:10,113.190.17.195,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,116.118.111.82,udp,53,,openresolver,dnsmasq-2.33,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,123.20.2.121,udp,53,,openresolver,dnsmasq-2.49,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,125.212.227.166,udp,53,,openresolver,Microsoft DNS 6.1.7600 (1DB04001),7552,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,14.187.223.198,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,14.161.19.230,udp,53,static.vdc.com.vn,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,14.187.73.197,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,171.229.231.112,udp,53,,openresolver,dnsmasq-2.49,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,14.238.0.130,udp,53,static.vnpt.vn,openresolver,,45899,VN,HAI PHONG,HAI PHONG,1.381,,,0,0,Communications
3/25/2018 0:10,113.160.3.2,udp,53,static.vnpt-hanoi.com.vn,openresolver,Microsoft DNS 6.1.7600 (1DB04001),45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,113.172.136.135,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,116.118.104.88,udp,53,,openresolver,,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,11.3571,,,0,0,Communications
3/25/2018 0:10,113.172.123.111,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,117.2.18.136,udp,53,localhost,openresolver,,7552,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,116.107.140.124,udp,53,,openresolver,,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,113.173.102.99,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,27.79.79.77,udp,53,localhost,openresolver,x.x.x,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,113.173.42.42,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,171.251.34.203,udp,53,,openresolver,,7552,VN,LAM DONG,DA LAT,1.381,,,0,0,Communications
3/25/2018 0:10,118.69.109.30,udp,53,,openresolver,dnsmasq-2.72,18403,VN,HA NOI,HANOI,1.381,,,518111,737401,Communications
3/25/2018 0:10,123.21.154.84,udp,53,,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,116.104.252.215,udp,53,,openresolver,x.x.x,7552,VN,BAC NINH,BAC NINH,2.6667,,,0,0,Communications
3/25/2018 0:10,113.175.156.147,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,14.189.38.227,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA TINH,HA TINH,1.381,,,0,0,Communications
3/25/2018 0:10,113.190.118.14,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.40,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,14.226.200.22,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,123.20.52.162,udp,53,,openresolver,dnsmasq-2.49,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,113.168.43.142,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.55,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,116.98.96.78,udp,53,,openresolver,x.x.x,24086,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
3/25/2018 0:10,14.173.238.229,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,113.176.202.23,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.78,45899,VN,QUANG NGAI,QUANG NGAI,1.381,,,0,0,Communications
3/25/2018 0:10,222.252.187.72,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,6.4048,,,0,0,Communications
3/25/2018 0:10,14.186.188.107,udp,53,static.vnpt.vn,openresolver,dnsmasq-2.49,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,14.173.86.25,udp,53,static.vnpt.vn,openresolver,DNS server,45899,VN,TAY NINH,TAY NINH,1.381,,,0,0,Communications
3/25/2018 0:10,171.224.231.89,udp,53,,openresolver,x.x.x,7552,VN,HA NOI,HANOI,3.0476,,,0,0,Communications
3/25/2018 0:10,118.70.124.205,udp,53,,openresolver,not available,18403,VN,HA NOI,HANOI,1.381,,,518111,737401,Communications
3/25/2018 0:10,171.240.40.197,udp,53,,openresolver,x.x.x,7552,VN,BAC NINH,BAC NINH,2.6667,,,0,0,Communications
3/25/2018 0:10,125.235.8.139,udp,53,125.235.8.139.adsl.viettel.vn,openresolver,,7552,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,45.117.80.51,udp,53,,openresolver,,131353,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,117.5.133.206,udp,53,localhost,openresolver,dnsmasq-2.49,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,2.6667,,,0,0,Communications
3/25/2018 0:10,113.160.67.122,udp,53,static.vnpt.vn,openresolver,,45899,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,171.240.22.252,udp,53,,openresolver,,7552,VN,HA NOI,HANOI,1.381,,,0,0,Communications
3/25/2018 0:10,14.169.53.12,udp,53,static.vnpt.vn,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,113.170.66.210,udp,53,static.vnpt.vn,openresolver,,45899,VN,CAN THO,CAN THO,1.381,,,0,0,Communications
3/25/2018 0:10,221.132.51.246,udp,53,static.vnpt.vn,openresolver,,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,1.381,,,0,0,Communications
3/25/2018 0:10,118.70.222.105,udp,53,,openresolver,,18403,VN,HA NOI,HANOI,1.381,,,518111,737401,Communications
3/25/2018 0:10,171.229.167.1,udp,53,,openresolver,,7552,VN,HA NOI,HANOI,2.6667,,,0,0,Communications
