"timestamp","ip","port","hostname","tag","response","asn","geo","region","city","naics","sic","sector"
"2018-03-24 01:34:17","171.245.117.132",53413,,"netis_vulnerability","Login:",7552,"VN","HA NOI","HANOI",0,0,"Communications"
