"timestamp","ip","protocol","port","hostname","tag","version","asn","geo","region","city","naics","sic","ok","name","cluster_name","status","build_hash","build_timestamp","build_snapshot","lucene_version","tagline","sector"
"2018-03-24 03:40:12","42.117.5.139","tcp",9200,,"elasticsearch","1.7.3",18403,"VN","HA NOI","HANOI",0,0,,"node1","api-tracking",200,"05d4530971ef0ea46d0f4fa6ee64dbc8df659682","2015-10-15T09:14:17Z","false","4.10.4","You Know, for Search","Communications"
"2018-03-24 03:40:52","146.196.65.77","tcp",9200,,"elasticsearch","5.4.1",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"node-1","elasticsearch",,"2cfe0df",,"false","6.5.1","You Know, for Search","Information Technology"
"2018-03-24 03:42:13","202.151.168.218","tcp",9200,"static.netnam.vn","elasticsearch","6.1.3",24176,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"pjY1FnY","elasticsearch",,"af51318",,"false","7.1.0","You Know, for Search","Communications"
"2018-03-24 03:42:13","112.78.13.228","tcp",9200,,"elasticsearch","5.6.3",45538,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"wotPRrp","graylog",,"1a2f265",,"false","6.6.1","You Know, for Search","Communications"
"2018-03-24 03:42:13","124.158.4.10","tcp",9200,,"elasticsearch","5.4.1",38732,"VN","HA NOI","HANOI",0,0,,"VDIfLw9","docker-cluster",,"2cfe0df",,"false","6.5.1","You Know, for Search","Communications"
"2018-03-24 03:42:24","112.197.47.240","tcp",9200,,"elasticsearch","6.0.0",45543,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"_6zXpw8","elasticsearch",,"8f0685b",,"false","7.0.1","You Know, for Search","Communications"
"2018-03-24 03:42:24","125.212.209.139","tcp",9200,,"elasticsearch","2.2.2",38731,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"Rachel van Helsing","elasticsearch",,"fcc01dd81f4de6b2852888450ce5a56436fd5852","2016-03-29T08:49:35Z","false","5.4.1","You Know, for Search","Communications"
"2018-03-24 03:42:59","125.212.211.61","tcp",9200,,"elasticsearch","5.2.0",38731,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"node-sever61","elasticsearch",,"24e05b9",,"false","6.4.0","You Know, for Search","Communications"
"2018-03-24 03:43:14","117.5.209.120","tcp",9200,"localhost","elasticsearch","1.7.5",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"Forgotten One","elasticsearch",200,"00f95f4ffca6de89d68b7ccaf80d148f1f70e4d4","2016-02-02T09:55:30Z","false","4.10.4","You Know, for Search","Communications"
"2018-03-24 03:43:16","125.234.104.236","tcp",9200,"125.234.104.236.hcm.viettel.vn","elasticsearch","5.6.6",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"FlOjCZd","elasticsearch",,"7d99d36",,"false","6.6.1","You Know, for Search","Communications"
"2018-03-24 03:43:47","103.63.109.248","tcp",9200,"static.cmcti.vn","elasticsearch","1.7.0",38732,"VN","HAI PHONG","HAI PHONG",0,0,,"elasticsearch","cp-elasticsearch",200,"929b9739cae115e73c346cb5f9a6f24ba735a743","2015-07-16T14:31:07Z","false","4.10.4","You Know, for Search","Communications"
"2018-03-24 03:43:48","42.117.4.247","tcp",9200,,"elasticsearch","2.3.4",18403,"VN","HA NOI","HANOI",0,0,,"Box IV","elasticsearch",,"e455fd0c13dceca8dbbdbb1665d068ae55dabe3f","2016-06-30T11:24:31Z","false","5.5.0","You Know, for Search","Communications"
"2018-03-24 03:44:35","115.79.45.86","tcp",9200,,"elasticsearch","2.4.6",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,0,,"Volla","dev",,"5376dca9f70f3abef96a77f4bb22720ace8240fd","2017-07-18T12:17:44Z","false","5.5.4","You Know, for Search","Communications"
"2018-03-24 03:44:51","103.220.68.11","tcp",9200,,"elasticsearch","2.4.0",63746,"VN","HA NOI","HANOI",0,0,,"node-1","ioit",,"ce9f0c7394dee074091dd1bc4e9469251181fc55","2016-08-29T09:14:17Z","false","5.5.2","You Know, for Search","Communications"
"2018-03-24 03:45:27","103.69.194.134","tcp",9200,,"elasticsearch","5.5.1",135905,"VN","HA NOI","HANOI",0,0,,"s-FBxCW","elasticsearch",,"19c13d0",,"false","6.6.0","You Know, for Search","Communications"
"2018-03-24 03:45:58","222.255.234.13","tcp",9200,"static.vnpt.vn","elasticsearch","5.5.2",7643,"VN","HA NOI","HANOI",0,0,,"staging-1","izihelp_staging",,"b2f0c09",,"false","6.6.0","You Know, for Search","Communications"
