timestamp,ip,asn,geo,url,type,http_agent,tor,src_port,p0f_genre,p0f_detail,hostname,dst_port,http_host,http_referer,http_referer_ip,http_referer_asn,http_referer_geo,dst_ip,dst_asn,dst_geo,naics,sic,http_referer_naics,http_referer_sic,sector,ssl_cipher,application,version
3/25/2018 0:27,42.115.19.32,131178,VN,/bla30/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E),,13270,,,,80,and30.blabladomdom.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:27,113.189.125.35,45899,VN,/bla30/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E),,49847,,,,80,and30.blabladomdom.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:27,115.73.44.140,7552,VN,,b68-zeroaccess-2-32bit,,,63665,,,,16464,,,,,,52.169.189.46,8075,IE,0,0,,,Communications,,,
3/25/2018 0:28,14.189.46.55,45899,VN,/bla30/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),,1083,,,,80,and30.blabladomdom.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:28,171.233.134.146,7552,VN,/data/update.exe,andromeda-b66,,,49162,,,,80,last-time.ru,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:28,14.189.194.239,45899,VN,/bla30/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.2; Media Center PC 6.0; .NET4.0C; .NET4.0E),,61461,,,,80,and30.blabladomdom.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:28,117.3.171.108,7552,VN,/bla30/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.3; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET4.0C; .NET4.0E),,1149,,,,80,and30.blabladomdom.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:28,116.102.71.42,24086,VN,/data/update.exe,andromeda-b66,,,49339,,,,80,last-time.ru,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:28,171.235.167.55,7552,VN,/products/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),,49183,,,,80,produkktc.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:29,14.185.47.7,45899,VN,/products/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; Tablet PC 2.0),,53994,,,,80,produkktc.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:29,115.74.12.90,7552,VN,/bla30/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),,49178,,,,80,and30.blabladomdom.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:29,14.175.247.76,45899,VN,/bla30/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E),,1256,,,,80,and30.blabladomdom.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:29,42.116.163.117,18403,VN,/products/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/6.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729),,49320,,,,80,produkktc.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:29,27.65.50.169,7552,VN,/bla28/gate1.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E),,49163,,,,80,and28.aviationdreamflightering1.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:30,113.169.58.92,45899,VN,/products/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),,49529,,,,80,produkktc.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:30,117.3.220.156,7552,VN,/bla30/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),,1109,,,,80,and30.blabladomdom.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:30,123.17.109.132,45899,VN,/bla19/gate.php,andromeda-b66,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Tablet PC 2.0),,54309,,,,80,and19.amainwrorldnancy1.com,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
3/25/2018 0:30,113.181.235.78,45899,VN,/zz/image.php,andromeda-b66,Mozilla/4.0,,1144,,,,80,dfregrheegf.asia,,,,,104.42.225.122,8075,US,0,0,,,Communications,,,
