timestamp,ip,protocol,port,hostname,tag,asn,geo,region,city,naics,sic,initiator_spi,responder_spi,next_payload,exchange_type,flags,message_id,next_payload2,domain_of_interpretation,protocol_id,spi_size,notify_message_type
3/24/2018 0:26,42.116.8.148,udp,500,,isakmp-vulnerable,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,8020bbea58321f27,11,5,0,0,0,0,,0,14
3/24/2018 0:26,42.112.211.148,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,eae1b5d7e1569ced,11,5,0,0,0,0,,0,14
3/24/2018 0:26,113.161.100.163,udp,2847,static.vnpt.vn,isakmp-vulnerable,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,4503956bbf3f5644,11,5,0,0,0,0,,0,14
3/24/2018 0:26,113.161.205.112,udp,500,,isakmp-vulnerable,45899,VN,CAN THO,CAN THO,0,0,3e35c70729dfedef,a61cbc4a4efba2b3,11,5,0,0,0,0,,0,14
3/24/2018 0:27,118.69.37.195,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,ec4b93f23345f6df,11,5,0,0,0,0,,0,14
3/24/2018 0:27,118.69.152.78,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,5e4b2c96b0d46e9f,11,5,0,0,0,0,,0,14
3/24/2018 0:27,123.18.46.181,udp,500,,isakmp-vulnerable,45899,VN,HAI PHONG,HAI PHONG,0,0,3e35c70729dfedef,032f4721a698fa78,11,5,0,0,0,0,,0,14
3/24/2018 0:27,42.116.85.48,udp,500,,isakmp-vulnerable,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,0aab414e4a87b921,11,5,0,0,0,0,,0,14
3/24/2018 0:27,113.160.248.13,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,KHANH HOA,NHA TRANG,0,0,3e35c70729dfedef,e886d6a3d4d19dc4,11,5,0,0,0,0,,0,14
3/24/2018 0:28,112.109.92.94,udp,500,,isakmp-vulnerable,55309,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,837e0f9edaa5506d,11,5,0,0,0,0,,0,14
3/24/2018 0:28,113.160.205.77,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,49f8360545dfeb25,11,5,0,0,0,0,,0,14
3/24/2018 0:28,125.235.34.2,udp,500,125.235.34.2.adsl.viettel.vn,isakmp-vulnerable,7552,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,fb0ddc4399d439a8,11,5,0,0,0,0,,0,14
3/24/2018 0:28,118.69.111.42,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,48eb427442387c39,11,5,0,0,0,0,,0,14
3/24/2018 0:28,125.212.228.29,udp,500,,isakmp-vulnerable,7552,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,bebad57e7ad06a6b,11,5,0,0,0,0,,0,14
3/24/2018 0:28,115.75.195.22,udp,500,,isakmp-vulnerable,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,575c634ed2f5be85,11,5,0,0,0,0,,0,14
3/24/2018 0:29,115.78.95.162,udp,500,,isakmp-vulnerable,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,3bf37383dcf8800c,11,5,0,0,0,0,,0,14
3/24/2018 0:29,118.69.111.60,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,21615644eb1f55d5,11,5,0,0,0,0,,0,14
3/24/2018 0:29,123.18.62.23,udp,500,,isakmp-vulnerable,45899,VN,HAI PHONG,HAI PHONG,0,0,3e35c70729dfedef,907572ac02dcae89,11,5,0,0,0,0,,0,14
3/24/2018 0:29,221.133.3.65,udp,500,,isakmp-vulnerable,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,6adf1e07560364ae,11,5,0,0,0,0,,0,14
3/24/2018 0:29,125.234.102.164,udp,500,125.234.102.164.hcm.viettel.vn,isakmp-vulnerable,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,045d7c0158a8db44,11,5,0,0,0,0,,0,14
3/24/2018 0:29,42.112.211.100,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,b5577f8d49a1f866,11,5,0,0,0,0,,0,14
3/24/2018 0:29,118.69.152.16,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,466a935103cb395c,11,5,0,0,0,0,,0,14
3/24/2018 0:30,113.189.98.241,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,KHANH HOA,NHA TRANG,0,0,3e35c70729dfedef,2467dbcc874d8e43,11,5,0,0,0,0,,0,14
3/24/2018 0:30,113.160.198.106,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,22687b734c325b09,11,5,0,0,0,0,,0,14
