timestamp,ip,protocol,port,hostname,tag,asn,geo,region,city,naics,sic,initiator_spi,responder_spi,next_payload,exchange_type,flags,message_id,next_payload2,domain_of_interpretation,protocol_id,spi_size,notify_message_type
3/24/2018 0:30,118.69.153.12,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,621bd3cdaa88b660,11,5,0,0,0,0,,0,14
3/24/2018 0:30,101.96.68.112,udp,500,ci96.68-112.netnam.vn,isakmp-vulnerable,24173,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,d970ac9b508cfde2,11,5,0,0,0,0,,0,14
3/24/2018 0:30,113.20.115.233,udp,500,static.cmcti.vn,isakmp-vulnerable,45903,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,b545a69632ad56e8,11,5,0,0,0,0,,0,14
3/24/2018 0:31,203.162.174.177,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,adf9bb6d08aa9b35,11,5,0,0,0,0,,0,14
3/24/2018 0:31,14.161.34.27,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,cc8e6a33500bc634,11,5,0,0,0,0,,0,14
3/24/2018 0:31,202.43.109.66,udp,500,,isakmp-vulnerable,45552,VN,DIEN BIEN,DIEN BIEN,0,0,3e35c70729dfedef,855a462e8981886c,11,5,0,0,0,0,,0,14
3/24/2018 0:31,123.18.43.244,udp,500,,isakmp-vulnerable,45899,VN,HAI PHONG,HAI PHONG,0,0,3e35c70729dfedef,710d813cfc865a32,11,5,0,0,0,0,,0,14
3/24/2018 0:32,118.70.127.188,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,5f7a5a85d3d1f169,11,5,0,0,0,0,,0,14
3/24/2018 0:32,118.71.249.172,udp,500,ip-address-pool-xxx.fpt.vn,isakmp-vulnerable,18403,VN,HAI PHONG,HAI PHONG,518111,737401,3e35c70729dfedef,c4db3b0189a925bc,11,5,0,0,0,0,,0,14
3/24/2018 0:32,203.162.254.24,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,62beebd34386b08f,11,5,0,0,0,0,,0,14
3/24/2018 0:32,118.69.79.90,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,822941ba8a120f3e,11,5,0,0,0,0,,0,14
3/24/2018 0:32,113.160.133.89,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,f8d1e397dcc82ca8,11,5,0,0,0,0,,0,14
3/24/2018 0:32,118.70.203.123,udp,500,smtp3.hongngochospital.vn,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,9052967978decc35,11,5,0,0,0,0,,0,14
3/24/2018 0:32,183.91.7.28,udp,500,,isakmp-vulnerable,45903,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,827de631437f75e9,11,5,0,0,0,0,,0,14
3/24/2018 0:33,123.18.32.112,udp,500,,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,36490d8a750634be,11,5,0,0,0,0,,0,14
3/24/2018 0:33,123.18.45.76,udp,500,,isakmp-vulnerable,45899,VN,HAI PHONG,HAI PHONG,0,0,3e35c70729dfedef,8b27bef7d3a84172,11,5,0,0,0,0,,0,14
3/24/2018 0:33,183.80.252.221,udp,500,,isakmp-vulnerable,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,518111,737401,3e35c70729dfedef,075695e68ecaa011,11,5,0,0,0,0,,0,14
3/24/2018 0:33,203.205.33.221,udp,500,static.cmcti.vn,isakmp-vulnerable,45903,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,7a8b94f4caa823a5,11,5,0,0,0,0,,0,14
3/24/2018 0:33,113.190.233.180,udp,500,static.vnpt-hanoi.com.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,9cd361f43fa1f85c,11,5,0,0,0,0,,0,14
3/24/2018 0:33,113.161.179.137,udp,500,,isakmp-vulnerable,45899,VN,TAY NINH,TAY NINH,0,0,3e35c70729dfedef,1435707057a418c4,11,5,0,0,0,0,,0,14
3/24/2018 0:33,119.17.211.100,udp,500,static.netnam.vn,isakmp-vulnerable,24173,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,39525cb38251f5e3,11,5,0,0,0,0,,0,14
3/24/2018 0:33,115.78.229.192,udp,500,,isakmp-vulnerable,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,62b071ff96eaecd4,11,5,0,0,0,0,,0,14
3/24/2018 0:33,14.177.66.12,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,6efbb87defda409c,11,5,0,0,0,0,,0,14
3/24/2018 0:34,182.237.20.198,udp,500,,isakmp-vulnerable,55309,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,36200cfad5fcc915,11,5,0,0,0,0,,0,14
3/24/2018 0:34,113.160.58.10,udp,39,mail.bkav.com.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,57b90fda7a0d11ea,11,5,0,0,0,0,,0,14
3/24/2018 0:34,203.205.27.109,udp,500,static.cmcti.vn,isakmp-vulnerable,45903,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,69ced772c716dfbc,11,5,0,0,0,0,,0,14
3/24/2018 0:34,203.113.135.163,udp,500,,isakmp-vulnerable,7552,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,4a3288af84ec4de6,11,5,0,0,0,0,,0,14
3/24/2018 0:34,220.231.101.170,udp,500,localhost,isakmp-vulnerable,7552,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,4f88fff705352ed4,11,5,0,0,0,0,,0,14
3/24/2018 0:34,123.18.46.72,udp,500,,isakmp-vulnerable,45899,VN,HAI PHONG,HAI PHONG,0,0,3e35c70729dfedef,f0b6437290022654,11,5,0,0,0,0,,0,14
3/24/2018 0:34,118.70.203.96,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,1f044a16f8e93533,11,5,0,0,0,0,,0,14
3/24/2018 0:34,14.228.128.4,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,6fbc223072ac1014,11,5,0,0,0,0,,0,14
3/24/2018 0:34,113.161.194.77,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,CAN THO,CAN THO,0,0,3e35c70729dfedef,68b48401f7bf96e1,11,5,0,0,0,0,,0,14
3/24/2018 0:34,210.245.0.27,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,7450928e35721df3,11,5,0,0,0,0,,0,14
3/24/2018 0:34,113.161.108.82,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,abe0f255ba852f31,11,5,0,0,0,0,,0,14
3/24/2018 0:34,113.190.252.82,udp,500,static.vnpt-hanoi.com.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,822f2bcc9124c9f9,11,5,0,0,0,0,,0,14
3/24/2018 0:34,123.30.83.32,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,aac37c45860b5f32,11,5,0,0,0,0,,0,14
3/24/2018 0:34,123.26.178.220,udp,500,localhost,isakmp-vulnerable,45899,VN,HAI PHONG,HAI PHONG,0,0,3e35c70729dfedef,0e19b5a6e56f6eb2,11,5,0,0,0,0,,0,14
3/24/2018 0:35,113.161.2.1,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,BINH DINH,QUI NHON,0,0,3e35c70729dfedef,c3c0bdce2c82f06b,11,5,0,0,0,0,,0,14
3/24/2018 0:35,113.160.148.10,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,VINH PHUC,VINH YEN,0,0,3e35c70729dfedef,be451a1bec6fa1e0,11,5,0,0,0,0,,0,14
3/24/2018 0:35,113.161.206.69,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,CAN THO,CAN THO,0,0,3e35c70729dfedef,1312d959818b3948,11,5,0,0,0,0,,0,14
3/24/2018 0:35,222.255.147.103,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,9c360f4c1a6c8540,11,5,0,0,0,0,,0,14
3/24/2018 0:35,203.162.106.26,udp,500,static.vnpt.vn,isakmp-vulnerable,7643,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,cc1679507f18057a,11,5,0,0,0,0,,0,14
3/24/2018 0:35,202.151.164.112,udp,500,,isakmp-vulnerable,24173,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,d5d1e1f7679dbc7e,11,5,0,0,0,0,,0,14
3/24/2018 0:36,210.245.45.242,udp,500,,isakmp-vulnerable,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,518111,737401,3e35c70729dfedef,fe801a2d2d27dbad,11,5,0,0,0,0,,0,14
3/24/2018 0:36,101.99.26.206,udp,500,static.cmcti.vn,isakmp-vulnerable,45903,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,c097f2a92b42a9b2,11,5,0,0,0,0,,0,14
3/24/2018 0:36,183.91.4.214,udp,500,static.cmcti.vn,isakmp-vulnerable,45903,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,323cbd9e22b11cf4,11,5,0,0,0,0,,0,14
3/24/2018 0:36,113.181.80.37,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HAI PHONG,HAI PHONG,0,0,3e35c70729dfedef,3a321fdf5c053633,11,5,0,0,0,0,,0,14
3/24/2018 0:36,123.18.58.152,udp,500,,isakmp-vulnerable,45899,VN,HAI PHONG,HAI PHONG,0,0,3e35c70729dfedef,dacbd1a7798cf4bf,11,5,0,0,0,0,,0,14
3/24/2018 0:36,113.161.186.174,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,LAM DONG,DA LAT,0,0,3e35c70729dfedef,830b4b7db8a574f8,11,5,0,0,0,0,,0,14
3/24/2018 0:36,113.20.126.162,udp,500,static.cmcti.vn,isakmp-vulnerable,45903,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,e0edf6c6df5d2bd7,11,5,0,0,0,0,,0,14
3/24/2018 0:36,113.160.37.161,udp,500,,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,bf28c6382b717c88,11,5,0,0,0,0,,0,14
3/24/2018 0:36,113.161.25.11,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,GIA LAI,PLEIKU,0,0,3e35c70729dfedef,33a17c33bf75cca6,11,5,0,0,0,0,,0,14
3/24/2018 0:36,113.163.202.221,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,88aa456755d9ed93,11,5,0,0,0,0,,0,14
3/24/2018 0:36,113.176.84.242,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,CAN THO,CAN THO,0,0,3e35c70729dfedef,1cbedcd23c8c1704,11,5,0,0,0,0,,0,14
3/24/2018 0:36,123.25.238.111,udp,500,static.vdc.vn,isakmp-vulnerable,45899,VN,TIEN GIANG,MY THO,0,0,3e35c70729dfedef,cc49e81802b9de73,11,5,0,0,0,0,,0,14
3/24/2018 0:37,113.160.222.213,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HUNG YEN,HUNG YEN,0,0,3e35c70729dfedef,f7864375a5d6cd6e,11,5,0,0,0,0,,0,14
3/24/2018 0:37,103.63.104.192,udp,500,static.cmcti.vn,isakmp-vulnerable,45903,VN,BINH DUONG,THU DAU MOT,0,0,3e35c70729dfedef,ad37f2c2b8f1e348,11,5,0,0,0,0,,0,14
3/24/2018 0:37,115.75.7.175,udp,500,,isakmp-vulnerable,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,0b2dcde36ed5827c,11,5,0,0,0,0,,0,14
3/24/2018 0:37,113.164.240.158,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,221f47c80f7b2706,11,5,0,0,0,0,,0,14
3/24/2018 0:37,113.190.248.74,udp,500,static.vnpt-hanoi.com.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,a52888352ac19ec9,11,5,0,0,0,0,,0,14
3/24/2018 0:37,113.161.65.117,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,2839686cd07a93f0,11,5,0,0,0,0,,0,14
3/24/2018 0:37,113.20.126.161,udp,500,mx2.ncb-bank.vn,isakmp-vulnerable,45903,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,076b893fc482defd,11,5,0,0,0,0,,0,14
3/24/2018 0:37,118.69.244.86,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,7290b5935c413f50,11,5,0,0,0,0,,0,14
3/24/2018 0:37,118.70.4.5,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,6e7717e8fa2ff144,11,5,0,0,0,0,,0,14
3/24/2018 0:37,42.116.22.164,udp,500,,isakmp-vulnerable,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,f41cb04648fddf75,11,5,0,0,0,0,,0,14
3/24/2018 0:38,113.161.224.254,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,8b55ab265c56bdf1,11,5,0,0,0,0,,0,14
3/24/2018 0:38,123.19.136.182,udp,500,,isakmp-vulnerable,45899,VN,KHANH HOA,DIEN KHANH,0,0,3e35c70729dfedef,bf747732ef2dcdc7,11,5,0,0,0,0,,0,14
3/24/2018 0:38,118.70.203.114,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,eed13812d791362b,11,5,0,0,0,0,,0,14
3/24/2018 0:38,1.55.17.233,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,0854c1c0c711155f,11,5,0,0,0,0,,0,14
3/24/2018 0:38,113.161.198.6,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,VINH LONG,VINH LONG,0,0,3e35c70729dfedef,be212bbe14f0c4f7,11,5,0,0,0,0,,0,14
3/24/2018 0:38,210.245.5.149,udp,500,mail.luvina.net,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,b3dd46b250342018,11,5,0,0,0,0,,0,14
3/24/2018 0:38,113.161.73.100,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,d8ad81f83b2d5e78,11,5,0,0,0,0,,0,14
3/24/2018 0:39,203.210.197.11,udp,500,adsl.hnpt.com.vn,isakmp-vulnerable,45899,VN,NGHE AN,VINH,0,0,3e35c70729dfedef,1e05cb9a43cb3af7,11,5,0,0,0,0,,0,14
3/24/2018 0:39,113.161.224.146,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,b4857cf9c777f085,11,5,0,0,0,0,,0,14
3/24/2018 0:39,113.160.225.66,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,DA NANG,DA NANG,0,0,3e35c70729dfedef,417f444ae87e1548,11,5,0,0,0,0,,0,14
3/24/2018 0:39,115.78.3.100,udp,500,,isakmp-vulnerable,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,79f8976d92766cdb,11,5,0,0,0,0,,0,14
3/24/2018 0:39,115.73.208.151,udp,500,,isakmp-vulnerable,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,6b36007ae456d38f,11,5,0,0,0,0,,0,14
3/24/2018 0:40,42.112.206.225,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,66cd33c8c87896c4,11,5,0,0,0,0,,0,14
3/24/2018 0:40,113.161.208.40,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,CAN THO,CAN THO,0,0,3e35c70729dfedef,dc6d3972f71d98af,11,5,0,0,0,0,,0,14
3/24/2018 0:40,27.72.21.10,udp,500,,isakmp-vulnerable,7552,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,fceb293641d85501,11,5,0,0,0,0,,0,14
3/24/2018 0:40,210.245.12.248,udp,500,,isakmp-vulnerable,18403,VN,HA NOI,HANOI,518111,737401,3e35c70729dfedef,91c80244d0cc95e7,11,5,0,0,0,0,,0,14
3/24/2018 0:41,123.25.3.14,udp,500,static.vnpt-hanoi.com.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,51532c93d5f8b58d,11,5,0,0,0,0,,0,14
3/24/2018 0:41,123.30.181.154,udp,500,static.vnpt.vn,isakmp-vulnerable,45899,VN,HA NOI,HANOI,0,0,3e35c70729dfedef,82927f839038abc8,11,5,0,0,0,0,,0,14
3/24/2018 0:41,123.21.34.209,udp,500,,isakmp-vulnerable,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3e35c70729dfedef,b59b83a3801ac0dd,11,5,0,0,0,0,,0,14
