timestamp,ip,protocol,port,hostname,tag,asn,geo,region,city,naics,sic,http,http_code,http_reason,content_type,connection,www_authenticate,set_cookie,server,content_length,transfer_encoding,date
3/24/2018 0:02,113.166.8.173,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.243.25,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.34.119,tcp,7547,static.vnpt.vn,cwmp,45899,VN,DA NANG,DA NANG,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.57.43,tcp,7547,localhost,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.98.210,tcp,7547,static.vnpt.vn,cwmp,45899,VN,QUANG NGAI,QUANG NGAI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,222.252.116.117,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.57.176,tcp,7547,localhost,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,116.118.86.128,tcp,7547,,cwmp,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,180.93.139.140,tcp,7547,,cwmp,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.171.188.191,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.13.246,tcp,7547,static.vnpt.vn,cwmp,45899,VN,QUANG NGAI,QUANG NGAI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,180.93.136.123,tcp,7547,,cwmp,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,222.254.138.179,tcp,7547,static.vnpt.vn,cwmp,45899,VN,QUANG TRI,QUANG TRI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.53.50,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.2.226,tcp,7547,localhost,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.51.196,tcp,7547,localhost,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.250.185,tcp,7547,static.vnpt.vn,cwmp,45899,VN,PHU YEN,TUY HOA,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.161.75.177,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,400,Bad request,,close,,,fcwmp,5,,
3/24/2018 0:02,113.165.69.184,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.96.55,tcp,7547,static.vnpt.vn,cwmp,45899,VN,QUANG NGAI,QUANG NGAI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.140.6,tcp,7547,static.vnpt.vn,cwmp,45899,VN,QUANG NGAI,QUANG NGAI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.62.143,tcp,7547,localhost,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.64.115,tcp,7547,static.vnpt.vn,cwmp,45899,VN,GIA LAI,PLEIKU,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,180.93.135.235,tcp,7547,,cwmp,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.8.193,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.194.168,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.66.146,tcp,7547,static.vnpt.vn,cwmp,45899,VN,GIA LAI,PLEIKU,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.25.51,tcp,7547,localhost,cwmp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,116.118.7.20,tcp,7547,,cwmp,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.225.172,tcp,7547,static.vnpt.vn,cwmp,45899,VN,GIA LAI,PLEIKU,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.72.147,tcp,7547,static.vnpt.vn,cwmp,45899,VN,THUA THIEN-HUE,HUE,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.59.78,tcp,7547,localhost,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.52.142,tcp,7547,localhost,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.73.89,tcp,7547,static.vnpt.vn,cwmp,45899,VN,KON TUM,KON TUM,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.160.36,tcp,7547,static.vnpt.vn,cwmp,45899,VN,GIA LAI,PLEIKU,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.35.85,tcp,7547,static.vnpt.vn,cwmp,45899,VN,DA NANG,DA NANG,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.232.65,tcp,7547,static.vnpt.vn,cwmp,45899,VN,QUANG TRI,QUANG TRI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.104.93,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.170.136,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.64.132,tcp,7547,static.vnpt.vn,cwmp,45899,VN,GIA LAI,PLEIKU,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.35.197,tcp,7547,static.vnpt.vn,cwmp,45899,VN,DA NANG,DA NANG,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,203.210.245.10,tcp,7547,adsl.hnpt.com.vn,cwmp,45899,VN,DA NANG,DA NANG,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.184.212.22,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.64.125,tcp,7547,static.vnpt.vn,cwmp,45899,VN,GIA LAI,PLEIKU,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,14.175.13.119,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.16.60,tcp,7547,static.vnpt.vn,cwmp,45899,VN,QUANG NGAI,QUANG NGAI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.83.217,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.166.55.199,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.27.87,tcp,7547,localhost,cwmp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.222.34,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.184.211.211,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,116.118.35.196,tcp,7547,,cwmp,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.69.12,tcp,7547,localhost,cwmp,45899,VN,DA NANG,DA NANG,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,180.93.135.133,tcp,7547,,cwmp,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,14.169.242.22,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,401,Authorization Required,,close,"Digest realm=""TR069 Client"", qop=""auth"", nonce=""cfIgwkJphyThrsZgLpwYAtG01bphz8e"", algorithm=""MD5"", domain=""/""",,TR069 client TCP connection request Server,0,,
3/24/2018 0:02,113.166.230.230,tcp,7547,static.vnpt.vn,cwmp,45899,VN,GIA LAI,PLEIKU,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.24.127,tcp,7547,localhost,cwmp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,14.169.14.242,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,HTTP/1.1,400,Bad request,,close,,,fcwmp,5,,
3/24/2018 0:02,113.166.178.113,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,171.253.90.197,tcp,7547,,cwmp,7552,VN,THANH HOA,THANH HOA,0,0,HTTP/1.1,200,OK,text/html,keep-alive,,,DNVRS-Webs,480,,"Sat, 24 Mar 2018 07:01:54 GMT"
3/24/2018 0:02,14.167.123.21,tcp,7547,static.vnpt.vn,cwmp,45899,VN,AN GIANG,KHANH HOA,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,222.253.24.129,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,123.26.57.190,tcp,7547,localhost,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,222.253.25.85,tcp,7547,static.vnpt.vn,cwmp,45899,VN,HA NOI,HANOI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,113.165.35.247,tcp,7547,static.vnpt.vn,cwmp,45899,VN,DA NANG,DA NANG,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
3/24/2018 0:02,222.254.136.199,tcp,7547,static.vnpt.vn,cwmp,45899,VN,QUANG TRI,QUANG TRI,0,0,HTTP/1.1,404,Not Found,text/html,,,,RomPager/4.07 UPnP/1.0,,chunked,
