timestamp,ip,protocol,port,hostname,tag,asn,geo,region,city,naics,sic,programs,mountd_port,exports,sector
3/24/2018 3:14,103.27.62.17,udp,111,,portmapper,56150,VN,VINH LONG,TAN BINH,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100024 1 43224/udp; 100024 1 37195/udp; 100005 1 51165/udp; 100005 1 46950/udp; 100005 2 34142/udp; 100005 2 43260/udp; 100005 3 47301/udp; 100005 3 43890/udp; 100003 2 2049/udp; 100003 3 2049/udp; 100003 4 2049/udp; 100227 2 2049/udp; 100227 3 2049/udp; 100003 2 2049/udp; 100003 3 2049/udp; 100003 4 2049/udp; 100227 2 2049/udp; 100227 3 2049/udp; 100021 1 38845/udp; 100021 3 38845/udp; 100021 4 38845/udp; 100021 1 40454/udp; 100021 3 40454/udp; 100021 4 40454/udp;,51165,/tftpboot/images/centos5/diskless/snapshot 172.16.10.0/24;/data 172.16.10.0/24;/tftpboot/images/centos6/ramdisk-xen 172.16.10.0/24;/tftpboot/images/centos6/ramdisk-kvm 172.16.10.0/24;/tftpboot/images/centos5/ramdisk-xen 172.16.10.0/24;/tftpboot/export 172.16.10.0/24;/onapp/backups 172.16.10.0/24;/onapp/templates 172.16.10.0/24;,Communications
3/24/2018 3:14,163.44.207.104,udp,111,v163-44-207-104.a006.g.han1.static.cnode.io,portmapper,131392,VN,HA NOI,HANOI,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp;,,,Communications
3/24/2018 3:14,42.115.221.135,udp,111,,portmapper,18403,VN,HA NOI,HANOI,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp;,,,Communications
3/24/2018 3:14,223.27.109.184,udp,111,mx184.thoinaymail.net,portmapper,38733,VN,HA NOI,HANOI,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100024 1 36355/udp; 100024 1 52439/udp;,,,Communications
3/24/2018 3:14,103.90.232.1,udp,111,,portmapper,135917,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp;,,,Communications
3/24/2018 3:14,123.30.249.153,udp,111,static.vnpt.vn,portmapper,45899,VN,HA NOI,HANOI,0,0,100000 2 111/udp; 100000 3 111/udp; 100000 4 111/udp; 100000 2 111/udp; 100000 3 111/udp; 100000 4 111/udp; 100003 2 2049/udp; 100003 3 2049/udp; 100003 2 2049/udp; 100003 3 2049/udp; 100003 4 2049/udp; 100005 1 2049/udp; 100005 2 2049/udp; 100005 3 2049/udp; 100005 1 2049/udp; 100005 2 2049/udp; 100005 3 2049/udp; 100021 1 2049/udp; 100021 2 2049/udp; 100021 3 2049/udp; 100021 4 2049/udp; 100021 1 2049/udp; 100021 2 2049/udp; 100021 3 2049/udp; 100021 4 2049/udp; 100024 1 2049/udp; 100024 1 2049/udp;,,,Communications
3/24/2018 3:14,45.125.236.248,udp,111,static.ftech.vn,portmapper,45538,VN,HA NOI,HANOI,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp;,,,Communications
3/24/2018 3:14,42.119.128.20,udp,111,,portmapper,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100005 1 892/udp; 100005 1 892/udp; 100005 2 892/udp; 100005 2 892/udp; 100005 3 892/udp; 100005 3 892/udp; 100003 2 2049/udp; 100003 3 2049/udp; 100003 2 2049/udp; 100003 3 2049/udp; 100021 1 35469/udp; 100021 3 35469/udp; 100021 4 35469/udp; 100021 1 37847/udp; 100021 3 37847/udp; 100021 4 37847/udp; 100024 1 43464/udp; 100024 1 47916/udp;,,,Communications
3/24/2018 3:14,43.239.221.139,udp,111,dc221.kdata.vn,portmapper,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp;,,,Communications
3/24/2018 3:14,202.92.6.33,udp,111,,portmapper,45899,VN,HA NOI,HANOI,0,0,100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100000 4 111/udp; 100000 3 111/udp; 100000 2 111/udp; 100024 1 50004/udp; 100024 1 46573/udp;,,,Communications
