timestamp,ip,protocol,port,hostname,tag,version,asn,geo,region,city,naics,sic,pid,pointer_size,uptime,time,curr_connections,total_connections,sector
3/24/2018 7:22,103.195.240.19,tcp,11211,no-ptr-record.unixnds.net,memcached,1.5.6,63740,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,1,64,1038948,00:00.0,2,22,Communications
3/24/2018 7:22,45.125.236.142,tcp,11211,static.ftech.vn,memcached,1.4.4,45538,VN,HA NOI,HANOI,0,0,4472,64,10733319,22:44.0,11,1872181,Communications
3/24/2018 7:22,45.125.236.136,tcp,11211,static.ftech.vn,memcached,1.4.4,45538,VN,HA NOI,HANOI,0,0,4472,64,10733319,22:44.0,10,1872180,Communications
3/24/2018 7:22,115.146.121.225,tcp,11211,,memcached,1.4.4,38732,VN,HA NOI,HANOI,0,0,3113,64,2394045,22:46.0,11,14208369,Communications
3/24/2018 7:22,103.48.191.234,tcp,11211,,memcached,1.4.30,45899,VN,VINH LONG,TAN BINH,0,0,1959,64,13017907,00:00.0,10,6480,Communications
3/24/2018 7:22,115.146.126.104,tcp,11211,,memcached,1.4.10,38732,VN,HA NOI,HANOI,0,0,4206,64,11117251,19:28.0,17,775012,Communications
3/24/2018 7:22,210.245.21.155,tcp,11211,,memcached,1.4.4,18403,VN,DONG NAI,BIEN HOA,518111,737401,1022,64,46739045,22:48.0,22,98357,Communications
3/24/2018 7:22,115.146.121.226,tcp,11211,,memcached,1.4.4,38732,VN,HA NOI,HANOI,0,0,3113,64,2394047,22:48.0,14,14208379,Communications
3/24/2018 7:22,103.28.37.205,tcp,11211,,memcached,1.4.10,131353,VN,HA NOI,HANOI,0,0,3170,64,1378450,54:19.0,14,6143,Communications
3/24/2018 7:22,103.27.237.107,tcp,11211,,memcached,1.4.15,131386,VN,QUANG NGAI,BINH THANH,0,0,926,64,2257637,22:00.0,10,6306,Communications
3/24/2018 7:22,103.75.177.119,tcp,11211,,memcached,1.5.6,63762,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,10894,64,14915,00:00.0,190,33584,Communications
3/24/2018 7:22,221.132.27.170,tcp,11211,,memcached,1.4.15,45899,VN,HA NOI,HANOI,0,0,979,64,14510859,04:45.0,10,3891701,Communications
3/24/2018 7:22,124.158.10.63,tcp,11211,,memcached,1.4.4,38733,VN,HA NOI,HANOI,0,0,2290,64,4129763,22:55.0,12,6720,Communications
3/24/2018 7:22,210.245.90.135,tcp,11211,mail.naticorp.com,memcached,1.4.17,18403,VN,HA NOI,HANOI,518111,737401,17718,64,17208757,31:35.0,10,6530,Communications
3/24/2018 7:22,103.75.177.106,tcp,11211,,memcached,1.5.6,63762,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,10894,64,14916,00:00.0,197,33592,Communications
3/24/2018 7:22,103.9.76.215,tcp,11211,,memcached,1.4.4,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,30519,64,12002,18:11.0,10,885,Communications
3/24/2018 7:22,103.221.222.192,tcp,11211,,memcached,1.4.4,18403,VN,HA NOI,HANOI,0,0,667,64,1989419,22:55.0,16,6951,Communications
3/24/2018 7:22,222.255.224.145,tcp,11211,static.vnpt.vn,memcached,1.4.4,45899,VN,HA NOI,HANOI,0,0,1992,64,27575295,55:29.0,10,638,Communications
3/24/2018 7:22,45.252.250.179,tcp,11211,,memcached,1.4.15,63760,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,97,64,5486648,10:19.0,10,172,Communications
3/24/2018 7:22,103.75.177.83,tcp,11211,,memcached,1.5.6,63762,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,10894,64,14916,00:00.0,200,33596,Communications
3/24/2018 7:22,118.69.173.222,tcp,11211,,memcached,1.4.4,18403,VN,HA NOI,HANOI,518111,737401,1565,64,2262119,22:58.0,10,27916,Communications
3/24/2018 7:22,171.244.17.108,tcp,11211,,memcached,1.4.4,38731,VN,NGHE AN,VINH,0,0,1511,64,13421956,21:59.0,10,6424,Communications
3/24/2018 7:22,103.28.38.120,tcp,11211,mail.trangiadeco.com,memcached,1.4.17,131353,VN,HA NOI,HANOI,0,0,15209,64,4596053,24:35.0,14,216,Communications
3/24/2018 7:22,45.124.85.90,tcp,11211,sv-85090.bkns.vn,memcached,1.4.4,135905,VN,HA NOI,HANOI,0,0,1983,64,774882,22:58.0,10,22492,Communications
3/24/2018 7:23,123.31.12.247,tcp,11211,localhost,memcached,1.4.4,135905,VN,HA NOI,HANOI,0,0,1348,64,18941989,23:35.0,10,6573,Communications
3/24/2018 7:23,115.165.163.19,tcp,11211,mail.dunkindonutsvn.vn,memcached,1.4.17,38733,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,31306,64,58133359,22:28.0,14,7159,Communications
3/24/2018 7:23,103.9.79.124,tcp,11211,,memcached,1.4.35,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,21978,64,183081,00:00.0,10,3283,Communications
3/24/2018 7:23,124.158.4.172,tcp,11211,,memcached,1.4.4,38732,VN,HA NOI,HANOI,0,0,1465,64,932331,24:40.0,10,35,Communications
3/24/2018 7:23,123.30.139.45,tcp,11211,mx.zanado.com,memcached,1.2.6,7643,VN,CAN THO,CAN THO,0,0,1396,32,692058,23:43.0,4,15382,Communications
3/24/2018 7:23,103.21.148.52,tcp,11211,,memcached,1.4.4,38732,VN,HA NOI,HANOI,0,0,1753,64,22045144,34:21.0,10,436,Communications
3/24/2018 7:23,103.75.177.54,tcp,11211,,memcached,1.5.6,63762,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,10894,64,14960,00:00.0,191,33768,Communications
3/24/2018 7:23,45.252.248.237,tcp,11211,,memcached,1.4.4,63760,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,1166,64,6100459,19:44.0,10,507,Communications
3/24/2018 7:23,45.124.85.252,tcp,11211,sv-85252.bkns.vn,memcached,1.4.15,135905,VN,HA NOI,HANOI,0,0,861,64,1569833,23:41.0,10,112,Communications
3/24/2018 7:23,103.75.177.105,tcp,11211,,memcached,1.5.6,63762,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,10894,64,14963,00:00.0,202,33780,Communications
3/24/2018 7:23,171.244.0.103,tcp,11211,103-0-244-171.vtx.zinniacorp.com,memcached,1.4.4,38731,VN,HA NOI,HANOI,0,0,6560,64,6529164,24:15.0,10,9751,Communications
3/24/2018 7:23,103.75.177.95,tcp,11211,,memcached,1.5.6,63762,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,10894,64,14964,00:00.0,205,33784,Communications
3/24/2018 7:23,124.158.6.46,tcp,11211,,memcached,1.4.4,38732,VN,HA NOI,HANOI,0,0,18242,64,32504025,23:28.0,40,6924,Communications
3/24/2018 7:23,103.237.147.22,tcp,11211,,memcached,1.4.15,131414,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,1232,64,5180928,23:41.0,10,44901,Communications
3/24/2018 7:23,118.69.173.211,tcp,11211,,memcached,1.4.4,18403,VN,HA NOI,HANOI,518111,737401,4660,64,701000,23:44.0,10,6101,Communications
3/24/2018 7:23,112.213.84.100,tcp,11211,mx84100.superdata.vn,memcached,1.2.6,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,140,32,431107,23:32.0,3,3060,Communications
3/24/2018 7:23,210.245.125.32,tcp,11211,,memcached,1.4.15,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,518111,737401,2026,64,271006,23:17.0,10,681415,Communications
3/24/2018 7:23,42.112.24.80,tcp,11211,,memcached,,18403,VN,HA NOI,HANOI,518111,737401,,,,00:00.0,,,Communications
3/24/2018 7:23,125.212.220.196,tcp,11211,,memcached,1.4.4,38731,VN,HA NOI,HANOI,0,0,1405,64,45985,23:44.0,10,11,Communications
3/24/2018 7:23,103.74.117.228,tcp,11211,,memcached,1.4.4,63759,VN,BA RIA-VUNG TAU,VUNG TAU,0,0,501,64,3249694,23:45.0,10,220,Communications
3/24/2018 7:23,112.197.2.142,tcp,11211,,memcached,1.4.4,45543,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3317,64,41562060,23:46.0,18,453836,Communications
3/24/2018 7:23,210.211.97.116,tcp,11211,,memcached,1.4.0,38731,VN,DA NANG,DA NANG,0,0,4830,64,42173047,23:46.0,10,3992705,Communications
3/24/2018 7:23,210.245.21.158,tcp,11211,,memcached,1.4.4,18403,VN,DONG NAI,BIEN HOA,518111,737401,1104,64,15391449,12:08.0,13,6748,Communications
3/24/2018 7:23,125.212.252.142,tcp,11211,,memcached,1.4.36,38731,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,8451,64,1608337,00:00.0,14,1517029,Communications
3/24/2018 7:23,103.27.60.7,tcp,11211,mail.wgc.com.vn,memcached,1.4.4,56150,VN,VINH LONG,TAN BINH,0,0,1483,64,6561785,17:22.0,10,6300,Communications
3/24/2018 7:23,115.84.182.93,tcp,11211,ptrtest1.vtdc.vn,memcached,1.4.4,38731,VN,HA NOI,HANOI,0,0,2409,64,59865257,23:46.0,10,3165715,Communications
3/24/2018 7:23,103.1.209.29,tcp,11211,,memcached,1.4.4,38731,VN,HA NOI,HANOI,0,0,1695,64,2677318,06:01.0,22,5980925,Communications
3/24/2018 7:24,112.78.1.224,tcp,11211,vps1d224.vdrs.net,memcached,1.4.15,45538,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,414,64,2742495,24:24.0,10,6250,Communications
3/24/2018 7:24,45.252.249.117,tcp,11211,,memcached,1.4.15,63760,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,360,64,18536818,11:50.0,64,1737012,Communications
3/24/2018 7:24,45.125.236.168,tcp,11211,static.ftech.vn,memcached,1.4.4,45538,VN,HA NOI,HANOI,0,0,4472,64,10733421,24:26.0,10,1872202,Communications
3/24/2018 7:24,103.75.177.49,tcp,11211,,memcached,1.5.6,63762,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,10894,64,15008,00:00.0,150,33949,Communications
3/24/2018 7:24,42.112.25.58,tcp,11211,,memcached,1.4.4,18403,VN,HA NOI,HANOI,518111,737401,27103,64,94046,21:22.0,10,13,Communications
3/24/2018 7:24,45.121.163.7,tcp,11211,dayroi.vn,memcached,1.4.15,56149,VN,HA NOI,HANOI,0,0,30733,64,7517273,24:26.0,12,35450,Communications
3/24/2018 7:24,45.125.236.154,tcp,11211,static.ftech.vn,memcached,1.4.4,45538,VN,HA NOI,HANOI,0,0,4472,64,10733420,24:25.0,10,1872201,Communications
3/24/2018 7:24,125.212.253.173,tcp,11211,,memcached,1.2.1,38731,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,1868,32,17322868,24:26.0,1,467,Communications
3/24/2018 7:24,103.75.177.61,tcp,11211,,memcached,1.5.6,63762,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,10894,64,15008,00:00.0,151,33951,Communications
3/24/2018 7:24,103.200.23.236,tcp,11211,,memcached,1.4.4,18403,VN,HA NOI,HANOI,0,0,1249,64,12018176,24:29.0,10,303,Communications
3/24/2018 7:24,103.74.117.208,tcp,11211,,memcached,1.4.4,63759,VN,BA RIA-VUNG TAU,VUNG TAU,0,0,496,64,3249672,24:27.0,10,80408,Communications
3/24/2018 7:24,103.75.177.99,tcp,11211,,memcached,1.5.6,63762,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,10894,64,15009,00:00.0,158,33959,Communications
3/24/2018 7:24,103.238.212.48,tcp,11211,no-ptr.bizmac.vn,memcached,1.4.4-14-g9c660c0,131428,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,1704,64,3063597544,40:21.0,10,12312,Communications
3/24/2018 7:24,123.31.47.112,tcp,11211,localhost,memcached,1.4.4,45899,VN,HA NOI,HANOI,0,0,6628,64,1517536,26:26.0,15,189,Communications
3/24/2018 7:24,45.252.248.117,tcp,11211,,memcached,1.4.15,63760,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,611,64,1059628,02:14.0,10,52,Communications
