timestamp,ip,protocol,port,hostname,tag,asn,geo,region,city,naics,sic,opcode,errorcode,error,errormessage,size
3/24/2018 0:13,14.187.48.44,udp,58753,static.vnpt.vn,tftp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,221.133.1.62,udp,52318,,tftp,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,5,1,File not found,No such file,17
3/24/2018 0:13,113.173.114.106,udp,33485,static.vnpt.vn,tftp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,113.161.91.30,udp,45617,static.vnpt.vn,tftp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,14.237.5.141,udp,69,static.vnpt.vn,tftp,45899,VN,HA NOI,HANOI,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,123.23.221.102,udp,69,,tftp,45899,VN,CAN THO,CAN THO,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,113.168.50.1,udp,69,static.vnpt.vn,tftp,45899,VN,THUA THIEN-HUE,THON AN LAI,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,14.173.18.53,udp,69,static.vnpt.vn,tftp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,123.20.54.207,udp,49086,,tftp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,42.115.44.124,udp,21006,,tftp,131178,VN,HA NOI,HANOI,0,0,5,1,File not found,The file name is not supported.,36
3/24/2018 0:13,113.168.55.126,udp,69,static.vnpt.vn,tftp,45899,VN,HA NOI,HANOI,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,123.20.119.91,udp,59080,,tftp,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,221.133.0.30,udp,49607,,tftp,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,5,1,File not found,No such file,17
3/24/2018 0:13,14.232.161.96,udp,60595,,tftp,45899,VN,HA NOI,HANOI,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,42.112.252.145,udp,10011,,tftp,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3,0,No Error,File Exists,516
3/24/2018 0:13,113.169.12.151,udp,69,static.vnpt.vn,tftp,45899,VN,BINH DUONG,THU DAU MOT,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,183.91.3.22,udp,47250,static.cmcti.vn,tftp,45903,VN,HA NOI,HANOI,0,0,5,1,File not found,File not found,19
3/24/2018 0:13,113.173.85.135,udp,49041,static.vnpt.vn,tftp,45899,VN,HA NOI,HANOI,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,14.226.227.151,udp,48640,static.vnpt.vn,tftp,45899,VN,HA NOI,HANOI,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,203.210.201.225,udp,14740,adsl.hnpt.com.vn,tftp,45899,VN,HA NOI,HANOI,0,0,5,1,File not found,The file name is not supported.,36
3/24/2018 0:13,123.28.11.186,udp,69,,tftp,45899,VN,HA NOI,HANOI,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,14.172.102.175,udp,69,static.vnpt.vn,tftp,45899,VN,HA NOI,HANOI,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,113.177.75.142,udp,51042,static.vnpt.vn,tftp,45899,VN,BAC GIANG,BAC GIANG,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,123.23.32.29,udp,69,,tftp,45899,VN,HA NOI,HANOI,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,202.60.104.249,udp,64808,,tftp,24088,VN,HA NOI,HANOI,0,0,5,1,File not found,No such file,17
3/24/2018 0:13,113.169.12.254,udp,69,static.vnpt.vn,tftp,45899,VN,BINH DUONG,THU DAU MOT,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,14.168.3.15,udp,69,static.vnpt.vn,tftp,45899,VN,HA NOI,HANOI,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,115.75.125.227,udp,69,,tftp,7552,VN,CAN THO,CAN THO,0,0,3,0,No Error,File Exists,9
3/24/2018 0:13,113.188.167.22,udp,69,static.vnpt.vn,tftp,45899,VN,DONG THAP,CAO LANH,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,222.253.6.11,udp,51603,static.vnpt.vn,tftp,45899,VN,HA NOI,HANOI,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,14.169.227.112,udp,47716,static.vnpt.vn,tftp,45899,VN,HA NOI,HANOI,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,123.22.246.136,udp,69,,tftp,45899,VN,CAN THO,CAN THO,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,113.181.121.90,udp,37001,static.vnpt.vn,tftp,45899,VN,BAC GIANG,BAC GIANG,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,113.182.190.73,udp,69,static.vnpt.vn,tftp,45899,VN,TRA VINH,TRA VINH,0,0,5,2,Access violation,Access violation.,22
3/24/2018 0:13,14.188.111.189,udp,37030,static.vnpt.vn,tftp,45899,VN,PHU THO,VIET TRI,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,123.18.248.12,udp,11126,,tftp,45899,VN,HA NOI,HANOI,0,0,5,1,File not found,The file name is not supported.,36
3/24/2018 0:13,123.23.52.32,udp,51571,,tftp,45899,VN,BA RIA-VUNG TAU,VUNG TAU,0,0,5,0,Not defined,Get not supported,22
3/24/2018 0:13,113.167.184.3,udp,17257,static.vnpt.vn,tftp,45899,VN,NGHE AN,VINH,0,0,5,1,File not found,The file name is not supported.,36
3/24/2018 0:13,113.168.28.131,udp,69,static.vnpt.vn,tftp,45899,VN,HA NOI,HANOI,0,0,5,2,Access violation,Access violation.,22
